"","A2M","ABCA1","ABCA5","ABCB1","ABCG2","ABLIM1","ACKR3","ACSBG1","ACSS1","ACTN1","ADAM28","ADAMTS1","ADAMTS5","ADAMTS6","ADAMTS9","ADD3","ADM","AFAP1L2","AFF1","AGAP1","AHNAK","AKAP5","ALCAM","ALPK1","ANGPT1","ANGPT2","ANGPTL1","ANGPTL4","ANK3","ANLN","ANTXR2","ANXA1","ANXA5","ANXA6","APLN","APLNR","APOD","APOE","APOL4","APOLD1","ARAP2","ARHGAP18","ARHGAP29","ARHGAP42","ARHGAP44","ARHGAP5","ARHGDIB","ARHGEF28","ARID5B","ARL1","ARPC1B","ARPP21","ARRDC4","ASPM","ATAD2","ATAD5","ATF3","ATF7IP2","ATP1A2","ATP1B1","ATRNL1","B3GALNT2","BAMBI","BAZ1A","BBX","BCAN","BCHE","BCL11B","BCL6B","BEND4","BGN","BHLHE40","BIRC5","BMP2","BMP3","BRCA1","BRCA2","BRINP1","BRINP2","BTG1","BTG2","BUB1B","C10orf10","C1orf54","C1orf61","C3","C8orf4","CA10","CA2","CACNA1A","CACNA1C","CACNA1E","CACNB4","CACNG8","CADM2","CADPS","CADPS2","CALB2","CALCRL","CALD1","CALN1","CASC1","CASC15","CASP10","CASP6","CAST","CAV1","CCDC141","CCDC15","CCDC152","CCDC18","CCDC181","CCDC30","CCDC80","CCDC88C","CCL2","CCNB1","CCND1","CD109","CD2AP","CD55","CD58","CD81","CD82","CDCA7","CDCA7L","CDH10","CDH18","CDH8","CDK1","CDK6","CDKN3","CDO1","CDYL","CELF4","CENPE","CENPF","CENPJ","CENPK","CENPU","CEP135","CEP152","CEP70","CFLAR","CHD7","CHRDL1","CHST15","CHST2","CKAP2","CKAP2L","CLDN11","CLDN5","CLGN","CLIC2","CLMP","CLSPN","CLU","CNIH4","CNR1","CNTLN","CNTN1","CNTN3","CNTN4","CNTNAP2","CNTRL","COL11A1","COL1A2","COL3A1","COL4A1","COL4A2","COL5A2","COL9A1","CPEB2","CPLX2","CRB1","CREB5","CRYBG3","CRYM","CSGALNACT1","CSMD3","CSPG5","CSRNP1","CST3","CTGF","CTSC","CXCL12","CXCL14","CXCR4","CXXC4","CYP20A1","CYR61","CYYR1","DAB2","DACH1","DAPK1","DBI","DCLK2","DCN","DDB2","DDR2","DGKB","DGKE","DIAPH2","DIAPH3","DIO2","DKK2","DLC1","DLEU2","DLGAP5","DLX1","DLX5","DLX6","DMD","DNAH7","DOCK1","DOCK10","DPYD","DSN1","DSP","DST","DTL","DUSP16","DUSP5","DUSP6","E2F8","EBF1","ECM1","EDNRA","EDNRB","EEA1","EFNA1","EFNA5","EGFL7","EGFR","EGLN3","EGR1","EGR2","EGR3","EHD4","ELF1","ELK3","ELN","EMP2","EMX2","ENC1","EOMES","EPB41L2","EPB41L4A","ERBB4","ESCO2","ETS1","ETV1","ETV6","EZH2","EZR","FAM107A","FAM111A","FAM111B","FAM122B","FAM129A","FAM171B","FAM184A","FAM43A","FAM65B","FAM89A","FANCI","FAT1","FAT4","FBXO32","FBXO5","FBXW7","FCGRT","FGD5","FGFR1","FGFR2","FIBIN","FIGN","FILIP1","FLT1","FN1","FNDC5","FOS","FOSB","FOXC1","FOXO1","FOXP1","FOXP2","FRMD4B","FRMD6","FRZB","FST","FSTL1","GABRA2","GABRB1","GABRB2","GABRG3","GAD1","GAD2","GADD45A","GADD45B","GAS1","GAS2L3","GATA2","GCC2","GEM","GFRA2","GMNN","GNG11","GOLIM4","GPCPD1","GPD1","GPR22","GPRC5B","GPX7","GRIA2","GRIA4","GRIK2","GRIK3","GRIN2A","GRIN2B","GRIP2","GRM5","GRM7","GSN","GTSE1","GUCY1A3","GULP1","HAPLN1","HAUS8","HBEGF","HCRTR2","HDAC1","HEG1","HELLS","HERC6","HES1","HEXB","HIST1H1C","HMGA2","HMGB2","HMGN2","HMGN5","HMMR","HNRNPM","HOOK1","HOPX","HS6ST2","HSDL2","HSPA12A","HSPA12B","HSPA4L","HTR2A","HTRA1","ID3","ID4","IFI16","IFI44","IFI44L","IFIT3","IGF1","IGFBP4","IGFBP5","IGFBP7","INHBA","INHBB","INPP5D","INTU","IQCA1","IQGAP1","IQGAP2","IRF1","ITGA2","ITGA5","ITGA6","ITGB1","ITGB8","ITM2A","ITPR2","JAG1","JAM2","JUN","JUNB","KCNH5","KCNJ2","KCNK10","KCNMA1","KCTD12","KCTD16","KDM3A","KDR","KHDRBS3","KIF11","KIF14","KIF15","KIF20B","KIF23","KIT","KITLG","KLF4","KLHL5","KNTC1","L3MBTL3","LAMA4","LAPTM5","LARP7","LDLRAD3","LEF1","LGALS1","LGALS3","LHFPL2","LHX6","LIFR","LIMA1","LIMCH1","LINC00632","LINC01351","LMO2","LMO3","LMO4","LMO7","LPAR6","LPCAT2","LPL","LPP","LRP10","LRP1B","LRRC1","LRRC17","LRRC4C","LRRIQ1","LRRK2","LRRN3","LRRTM4","LSAMP","LSR","LTBP1","LTBP4","LUZP2","MACROD2","MAF","MAFB","MAGI1","MAGI2","MAGT1","MAML2","MAN2A1","MAP7","MAP9","MAPK10","MARCH1","MARCH3","MAST4","MATN2","MBNL2","MBP","MCAM","MCM10","MCM8","MDFIC","MDGA2","MDM1","MDN1","MECOM","MEF2C","MEG3","MEIS2","METTL21A","METTL7A","MFGE8","MFNG","MGAT4C","MGME1","MGST1","MGST2","MIS18A","MIS18BP1","MITF","MKI67","MLEC","MMRN2","MMS22L","MOB3B","MORC4","MPDZ","MSRB3","MT2A","MTUS1","MTUS2","MYBL1","MYL9","MYLIP","MYO10","MYO16","MYO1B","MYO3A","MYO5C","MYT1L","N4BP3","NAV3","NBL1","NCAM2","NCAPG","NCAPG2","NCKAP5","NCOA7","NDC80","NDUFA4L2","NEAT1","NEBL","NECAB1","NEDD4","NEFL","NEFM","NEGR1","NEK2","NES","NET1","NEUROD4","NEUROD6","NFE2L2","NFIA","NFIB","NFKBIZ","NGLY1","NHLH1","NHLH2","NIPAL3","NNAT","NOTCH2","NOTCH3","NPAS3","NPY","NR1D2","NR2E1","NR2F2","NR3C1","NR4A1","NR4A2","NRCAM","NRG1","NRIP3","NRP1","NRP2","NRXN1","NRXN3","NT5DC1","NTM","NTRK2","NUCKS1","NUF2","NUSAP1","NXPH1","OLFM3","OLFML3","OLIG1","OLIG2","OPCML","OSBPL1A","OTX1","PAG1","PALLD","PAM","PARD3","PARP14","PARP4","PARP8","PARP9","PAWR","PAX6","PBK","PBX3","PCDH10","PCDH15","PCDH17","PCDH18","PCDH19","PCDH7","PCDH9","PCLO","PCOLCE2","PCP4","PCSK2","PCSK5","PDE1C","PDE5A","PDGFB","PDGFRB","PDK4","PDZRN3","PDZRN4","PEA15","PENK","PEX5L","PGM3","PHACTR2","PHF11","PHF21B","PHLDA1","PHLDB2","PIM1","PIP5K1B","PLA2G16","PLAG1","PLAUR","PLCB1","PLCB4","PLEKHH2","PLIN2","PLLP","PLOD2","PLP1","PLS3","PLSCR1","PLXDC2","PLXNA4","PLXND1","PMP2","PODXL","POLD3","POLQ","PON2","POU3F2","POU6F2","PPFIBP1","PPP1R17","PRC1","PRCP","PRDM5","PRELP","PREX1","PREX2","PRKAA2","PRKCA","PRKCB","PRKCH","PROCR","PROM1","PROX1","PRR11","PRRX1","PSD3","PTN","PTPN13","PTPRG","PTPRM","PTPRT","PTPRZ1","PTRF","PTTG1IP","PXDC1","QKI","QPCT","QPRT","RAB13","RAB3B","RAB3GAP2","RAB3IP","RABGAP1L","RAI14","RAPGEF5","RASAL2","RASGEF1B","RASSF3","RBBP8","RBMS1","RBMS3","RCSD1","REST","REV3L","RFTN1","RGCC","RGS10","RGS16","RGS5","RGS6","RGS7","RHOC","RHOJ","RIMS2","RNASE1","RNASET2","RND3","ROBO2","RORA","RORB","RPGR","RPH3A","RRAS","RRBP1","RSPO3","RSRC1","RUNX1T1","RYR2","S100A10","S100A16","S100B","S1PR1","SAMD4A","SAMD5","SAMD9L","SASH1","SAT1","SATB1","SATB2","SAV1","SCGN","SCN2A","SCN9A","SCRG1","SEMA3E","SEMA5A","SEMA6A","SEMA6D","SEPT10","SERPINB6","SERPINH1","SERPINI1","SERTAD4","SESN3","SFRP1","SGK1","SHD","SHE","SIAH3","SIPA1L1","SIPA1L2","SLA","SLC12A2","SLC16A1","SLC1A3","SLC24A1","SLC24A2","SLC25A37","SLC29A1","SLC2A1","SLC2A3","SLC39A10","SLC39A8","SLC3A2","SLC44A1","SLC4A4","SLC7A1","SLC7A11","SLC7A5","SLC7A8","SLCO1A2","SLCO3A1","SLFN5","SLITRK1","SLITRK4","SLITRK5","SLN","SMAD3","SMAD9","SMARCA2","SMC2","SMC4","SNAP23","SNTB2","SNTG1","SOCS2","SORCS1","SOX1","SOX4","SOX5","SOX6","SOX7","SOX9","SP8","SP9","SPARC","SPARCL1","SPATS2L","SPDL1","SPECC1","SPHKAP","SPICE1","SPOCK1","SPOCK2","SPP1","SPRY1","SPRY2","SPRY4","SRBD1","SST","SSTR2","ST18","ST3GAL5","ST8SIA4","ST8SIA5","STK3","STXBP5L","STXBP6","SUCLG2","SULF1","SULT1C4","SWAP70","SYNDIG1","SYNE2","SYNPR","SYT1","SYT17","SYT6","SYTL2","TAC3","TACC3","TAGLN","TAGLN2","TANC2","TBL1X","TBX3","TCF7L1","TCF7L2","TEAD1","TEK","TENM1","TENM2","TENM3","TES","TET1","TEX9","TFDP2","TFPI","TGFB1I1","TGFBR2","TGIF2","THBS1","THRB","THSD7A","TIAM1","TIE1","TIMP1","TLE1","TLE4","TM4SF1","TM4SF18","TMEFF2","TMEM123","TMEM178A","TMEM263","TMX1","TNFRSF1B","TNR","TOP2A","TOX","TP53I3","TPD52","TPST2","TPX2","TRIM56","TRIP10","TRPC4","TRPM3","TSC22D3","TSHZ1","TSPYL2","TTF2","TTK","TYMS","UACA","UNC13C","UNC5B","USHBP1","USP53","UTRN","VAMP5","VASP","VCAN","VCL","VEPH1","VIM","VSNL1","VSTM2A","VWF","WASF2","WDHD1","WDPCP","WDR66","WLS","WNT5A","WWTR1","XKR4","XPC","XRCC2","YPEL2","ZADH2","ZBTB20","ZCCHC24","ZEB1","ZFHX3","ZFHX4","ZFP36","ZFP36L1","ZFP36L2","ZGRF1","ZIC1","ZIC2","ZIC5","ZMAT3","ZNF385D","ZNF536","ZNF608","ZNF704"
"1-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.780473849506508,0,0,0,0,0,2.28937786018891,0,1.02020358417285,6.10344437668941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.47017288661874,0,0,0,3.90162428566369,0,7.65247968861636,0,0,0,1.3753005753069,0,0,0,6.09681472521238,4.99871135228693,0,0,0,0,0,4.67679814258673,6.23801731219875,0,0,0,0,0,0,0,0,0,0.464521819041548,0,1.74571989371888,3.97086293916521,0,0,0,2.86534382242469,0,0,0,0,0,4.75612456307783,6.09681472521238,5.0754680844324,0,3.94831186721006,4.08654855215261,0,0,0,0,0,0,4.57856190467551,0,0,3.47619402549687,0,0,0,4.77126170368613,5.07915550278463,0,1.21343164808247,0,4.12550515534505,0,0.464521819041548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.21464337779987,0,0,0,0,0,0,0,0.780473849506508,0,3.02097853772908,0,0,0,6.27986959564956,0,0,0,0,0,1.3753005753069,0,5.7353913423616,0,0,0,0,0,0,5.22608118764965,0,0,0,0,0,0,0,0,4.9785648924278,5.34008219645928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.64206011321713,4.68774571413129,0.464521819041548,0,0,5.49233084730214,4.2079760290671,2.96159859148986,0,0,0,0,0,4.46281950321408,0,0,5.92920210041332,0,0,0,0,3.04939653996465,3.76071099609407,0.464521819041548,0,0,0,0,3.76071099609407,0,0,3.103918832188,0,0,1.51458174355122,0,0,0,0,0,0,0,0,2.34756323874007,0,0,0,7.1086768611514,0,4.46281950321408,0,0,0,0,0,0,6.56846758267128,0,0,0,0,0,3.81427748859641,0,1.21343164808247,0,0,0,0,0,1.63681414041758,0,2.09125121960806,0,0,4.58461552898845,0,0,0,5.74678334170873,0,0,1.3753005753069,0,0,0,0,0,0.780473849506508,0,0,3.77437400421976,0,7.36794585482672,4.13501176076208,0,0,6.6739367396892,0,0,0,0,0,0,4.92420171378633,0,6.58329862129859,0,6.07665790583677,1.21343164808247,0,0,0,0,0,5.09739141628893,0,0,0,0,0,3.959651008836,0,0.464521819041548,0,0,5.55142293977069,0.464521819041548,0,5.62229747181931,0,6.61072651531678,0,0,0,0,0,8.28936769689107,0,0,0,0,0,0,0.464521819041548,5.51400841683315,0,0,0,2.09125121960806,0,0,4.60255948106172,0.464521819041548,0,0,2.63959775498773,0,0,0,0,0,0,0,0,0,0.780473849506508,0,0,0,0,0,0,0,0,0,0,0,4.49633659060949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.400243693713,0,4.87125398593737,0,0,0,0,4.3848715839652,0,0,0,0,0,0,0,0,0,0,2.72064225405435,0,4.28416054882273,0,0,0,0,0,0,0,0,0,0,0,0,7.21109788267049,0,0,4.3848715839652,3.27426826028577,0,0,0,0,3.18050382665448,0,6.19915192479609,0,0,1.8439214029059,0,0,7.08568386747137,0,6.21818445562615,0,0,0,0,0.464521819041548,0,0,0.780473849506508,0,0,0,0,0,3.92524046863487,5.55828499213877,4.14442876178234,2.93053182672527,0,0,1.21343164808247,0,0,0,0,0,0,0,0,0,4.28416054882273,0,7.27943013956491,5.30839669898113,0,0,0,5.3113190274541,3.51211005552442,0,0,0,0,0,0,0,0,0,0,2.40254833956395,0,0,0,3.04939653996465,0,0,0,0,0,0,2.93053182672527,0,0,3.2047820120375,0,4.28416054882273,0,0,0,0,0,5.0754680844324,0,0,0,0,6.98857525373611,0,0,3.22848467167976,0,0,0,0,0,0,0,0,0,0,0,0,0,7.12355819362716,7.96896430593111,0,0,0,0,4.53512844319933,0,0,0,5.27567433712637,0,1.02020358417285,0,0,0.464521819041548,6.92322532832005,3.959651008836,6.20752330040538,3.2047820120375,0,3.87743673662857,2.45466700582632,0,0,0,3.81427748859641,0,0,0,0,6.60833646633107,0,0,0,5.21650230167697,0,0,0,3.59663216636309,0,0,6.65508520365544,0,0,0,0,0,0,0,5.27264580369218,0,5.92920210041332,0,0,4.12550515534505,0,0,4.39950327464395,3.71856470467123,0,0,0,0,4.88027562812943,8.4275718733096,0,0,0,0,2.50420334847028,0,0,0,0,0,6.71060599274102,0,4.82488305925018,0,0,0,0,0,0,0,0,0,3.2047820120375,0,0,0,0,0,0,0,0,0,0,2.28937786018891,0.780473849506508,0,0,0,0,0,0,4.30033028966213,0,0,0,0,0,0,0.780473849506508,0,0,0,0,0,4.71988710368303,0,0,0,0,5.75430656328084,0,0,0,3.02097853772908,0,4.78617320722931,2.22759685659834,0,4.54773162702881,4.61434572171552,0,3.62853723616777,0,0,0,0,5.4651814870153,0,0,0,2.68094084052758,0,0,0,0,0,6.63042477700815,0,0,0,7.23226330038854,5.77287063049234,0,0,0,0,0,0,3.58028967443551,7.39663813137646,2.45466700582632,0,0,0,0,0,0,0,0,5.0901369323412,0,0,0,0,7.50934397830741,0,4.62599474191768,0,0,0,6.89906664185859,0,0,0,6.13850411710535,0,4.15375797238639,0,0,4.34732713541234,0,0,1.51458174355122,3.41977887151654,0,0.780473849506508,4.04601256307904,0,0,6.083422067571,0,0,0,6.08745872020828,5.30252624677209,0,0,0,4.50290731212468,0,0,0,3.91350211101196,0,0,0,0,0,0,0,1.02020358417285,3.87743673662857,1.8439214029059,0,0,0,0,0,0,0,0,7.61208688007838,0,0,0,4.9907013941842,0,2.09125121960806,0,0,0,4.68228690944954,0.464521819041548,0,0,0,2.09125121960806,0,0,0,0,5.75243104149962,0,7.41211051486363,0,3.31804726766521,0,0,0,4.79109466113643,0,0,0,0,0,0,0,0,7.18410733350009,0,0.464521819041548,0,0,0,0,0,5.43469842626171,2.59647150367282,0,0,0,3.97086293916521,0,6.73690107208291,0,0,0,4.82961812621707,0,4.95384093162862,0,0,0,0,0,0,0,5.65179237615353,0,0,0,4.14442876178234,0,0,0,0,5.67842295640034,0,0,0,0,0,0,0,2.45466700582632,0,2.16174600120169,0,0,0,0,5.1153007882826,2.01540742664145,3.84002182780808,0,0,0,0,0,0,0,0.464521819041548,0,0,0,0,0,0,0,4.66014878130453,0,0,0,0,0,0,3.2047820120375,0,0.780473849506508,3.33923839289065,0,0,0.464521819041548,0,5.13637703433645,0,0,6.60434030425761,7.44373986511712,0,0,0,4.12550515534505,0,0,0,6.07393941007713,0,0,4.28416054882273,4.88027562812943
"2-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7109196741704,0,0,0,0,4.91635465080396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.84994602280202,0,0,0,0,0,0,0,0,0,1.5684451741713,0,0,0,4.8541572580754,6.37883314667131,6.3958806051555,0,0,0,0,0,0.490539259888134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26850228146885,0,0,0,0,0,0,0,3.98071532508725,0,0,4.49588581540402,0,0,0,1.06456945114998,0,0,2.78480887608468,0,0,0,0,5.41395788643356,0,0,0,0,0,0,0,0,0,0,0,3.14250808289531,0,0,0,0,5.37073337241946,6.82343328236499,4.86885765156182,0,0,0,0,0,0,0,5.50809328788792,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12446813796966,0,0,0,0,0,0,0,0,4.84920863060382,0,0,0,0,0,5.52084596881984,5.36778419236755,0,0,0,0,0,0,0,0,1.26208702124056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.00039243489367,6.03159119593144,0,0,0,0,0.490539259888134,3.38418186875177,3.75632744956084,0,0,0,0,0,0,0,0,0,0,0,0,1.26208702124056,3.81383166305822,6.9366454111117,0,0,0,0,0,0,0,7.80650787286775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5684451741713,0,0,0,0,0,0,0,0,0,0,0,0,5.1940377664904,0,0,4.90703397089235,0,0,0,0,0,0,0,0,5.89840289496955,0,0,4.97927430555876,0,0,0,5.45539119837191,6.37883314667131,0,4.92558925728706,0,0,3.52418846151173,0,0,0,0,0,0,0,0.490539259888134,0,0,0,0,0,1.69237684660713,0,0,0,0,0,0,0,0,0,5.49517583195906,0,0,0.818189757422623,4.04925142810741,0,0,0,0,0,0,0,4.04925142810741,0,0,0,0,7.21837667180782,0,0,0,0,2.82315813593891,0,0,0,0,0,0,0,0,0,0,0,0,5.37952903687228,0,0,0,3.27062807391995,3.02670265186863,0,0,5.07078406938235,0,0,0,0,0,5.32555571161977,0,0,0,0,0,0.490539259888134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26208702124056,6.54388830571939,0,0,0,0,0,0,4.4816587116116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.56462687917474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24875863592957,0,0,0,0,2.35118009526349,0,0,5.63790246746176,0,0,0,0,0,4.38389476363387,0,0,0,0,7.37129468508399,0,0,0,0,0,0,0,0,0,1.69237684660713,0,0,0,2.15157160370117,0,5.33780405394242,5.87377888796035,0,0,0,6.97762540556829,0,0,0,0,0,0,0,0,0,0,4.31013877317279,0,6.37019922602054,0,3.67946023219744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818189757422623,0,0,0,0.818189757422623,0,0,0,0,1.42695243020511,0,0,0,0,5.87910669039436,0,0,0,4.81386562417446,0,0,0,0,0,0,0,0,0,0,0,0,4.03815003075707,0,0,0,0,0,0,7.42857303470782,8.16450332506898,0,4.84423551048298,0,0,0,6.73564372229467,0,0,0,0,6.12446813796966,0,0,0,0,0,0,0,0,0,5.84303947797689,0,3.69531366014386,0,3.02670265186863,0,5.84120147157841,0,0,0,0,0,0,0,0,0,0,0,3.52418846151173,0,0,0,4.10298203495439,0,0,0,1.06456945114998,0,5.64911134143818,0,0,0,0,0,0,4.80871313439782,0,0,0,0,0,0,5.95907047929698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4816587116116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56731102805933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.12116691650554,0,0,0,6.14096155825389,0,0,0,0,0,5.38244378604683,1.26208702124056,0,0,0,0,0,0,0,0,0,5.38244378604683,0.490539259888134,0,0,0,0,0,0,0,0,0,0,0,0,0,6.96932458385675,0,0,0,0,0,0,0,0,6.42605736131285,0,0,0,0,0,0,0,0,0,0,7.00844035177108,0,0,6.80816139319642,0,0,0,0,0,0,3.86820820359111,0,0,0,0,0,0,0,0,0,0,0,5.57989219016294,0,0,6.90667269319755,4.65849728080076,0,0,0,0,0,0,0,0,0,7.11015393520527,0,0,0,0,0,0,1.69237684660713,0,0,0,0,0,0,0,6.31791159185973,0,0,0,4.82409176530812,0,4.50292414863705,0,0,0,9.63913918603935,0,0,0,0,3.5053481859141,0,0,4.17366192997715,0,0,0,0,0,0.490539259888134,0,0,0,5.27500472635762,0,5.07078406938235,0,0,0,2.93010035487513,1.5684451741713,3.66335141890525,0,1.5684451741713,0,0,0,0,0,0,5.33475599212824,6.98936549593238,1.69237684660713,0,5.63790246746176,0,0,0,0,0,0,0,0,0,0,7.20905071764913,0,3.27062807391995,0,0,0,0,0,6.65419478733119,0,0,0,0,0,0,1.06456945114998,5.70965993516305,0,0,4.88334510836759,0,0,0,0,5.16913251401713,0,0,5.44450907188384,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54297673222357,0,0,0,0,0,0,3.86820820359111,0,0,0,0,0,0,6.77762096688306,0,0,0,0,0,0,0,0,0,0.490539259888134,0,0,0,0,0,0,0,0,0,0,7.05650557437616,0,0,0,0,0,0,7.37487312335316,0,0,0,0,4.57724282222679,4.76650811838324
"3-1",0,0,1.40250025832241,0,0,0,0,0,0,0,0,0,0,0,0,1.1130305113998,0,0,0,3.35299282099352,0,0,0,0,0,0,5.59552257465771,1.1130305113998,3.23957271885537,0,0,0,4.39072791846571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.24448996929546,5.76608631324963,0,0,0,0,0,6.30377691313517,0,0,0,0,0,0,0,0,6.35567961770967,0,3.93314658341409,0,0,0,0,0,0,0,0,0,0,0,0,4.01935948757771,0,0,0,0,5.44420088163154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42862620356338,0,0,0,0,0,0,0,0,3.47086056177541,0,0,0.412700204892271,0,0,0,0,0,0,0,1.52087848692634,0,0,5.11209681855711,0,0,0,0,0,0,0,0,2.32200088077158,0,1.26820309671591,7.52289659276569,0,0,0,0,2.82361750977348,0,0,0,0,0,0.929276411786914,0,0,0,0,0,0,0,4.31171736139588,0,0,0,0,0,0,5.97862674401634,6.26373192120711,0,0,0,0,0,0,6.44719460437127,0,0,5.11516940837851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.09346034285108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37089278313119,0,4.53217527415284,0,0,0,0,0,0,0,0,0,1.40250025832241,0,0,0,0,0,6.73690758494631,0,0,0,2.32200088077158,0,0,0,0,0,0,5.11516940837851,0,0,0,0,0,0,0,0.703980289966275,0,0,0,0,0,6.23511494828368,3.943101118951,0,0,0,5.11209681855711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33875385296826,0,0,0,0,6.77845765415823,5.54092348734532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15637541052472,0,0,0,0,5.52067813156498,0,0,0,0,0,5.77405499371152,0,0,0,0,3.75871197632887,0,0,0,0,0,0,4.94501893007246,0,5.77405499371152,0,0,0,0,0,0,0,0,0,0,3.35299282099352,4.757561484726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.63460037098025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.929276411786914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03360640336768,0,0,0,0,0,0,0,0,0,4.52666428016277,0,0,0,0,0,0,0,0,0,0,0,0.703980289966275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17225416567639,5.0680586876408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.37781628158199,4.63645943189558,0,0,0,0,0,0,0,0,0,0,0,6.35212386786472,0,0,0,0,6.12069942604736,0,7.57848945417168,0,0,0,0,0,0,0,0,0,0,2.41750527904876,0,0,0,0,0,0,0,0,0,0,0,2.76101361339945,0,0,0,4.56461794674728,0,0,0,0,0,7.02414151734901,4.69417964880739,0,8.00481235893986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412700204892271,0,0,0,0,4.96304020553941,0,0,0,0,3.25939212146761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19757931747763,0,0,0,0,0,0,7.05679983041007,0,0,5.60871887444863,0,0,0,0,0,3.50213397619513,0,0,0,0,0,0,0,0,6.7105006609666,0,1.26820309671591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.83710838783794,1.52087848692634,0,0,0,0,0,0.412700204892271,0,0,0,0,0,0,0,0,0,0,0.412700204892271,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6679128619666,0,0.703980289966275,0,0.412700204892271,0,0,0,0,4.44614127692499,0,0,0.929276411786914,0,7.41725854882343,0,0,0,0,0,0,0,6.65022440285116,3.67165445188606,0,0,5.28671734570429,0,0,0,0,0,0,0,0,7.03454668383326,0,0,0,0,0,0,3.01621579643913,0,1.7224143392768,0,0,0,0,0,0,0,0,0,0,0,5.9172706828041,0,0,0,0,0,5.74015111168373,0,0,0,0.703980289966275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18335259958905,4.69884251615776,0,0,0,0,0,0,5.36855604835762,7.2230777856574,0,0,5.33218468930458,0,0,0,0,0,0,0,0,5.90481305989571,0,2.37089278313119,0,0,7.30119895164658,5.41961630306384,0,0,0,0,0,0,0,0,8.57178697718499,0,0,0,0,0,0,0,0,0,0,0,0,0.929276411786914,0,0,0,0,0,0,0.703980289966275,0,5.99530541153557,0,0,0,0,0,0,0,0,0,0,0,0,7.34173190973437,0,0,0,0,0,0,0,0,0,0,1.1130305113998,0,0,0,0,0,2.54557166294556,0,0,0,0,0,3.7705523860956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9117531512113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412700204892271,2.03360640336768,0.929276411786914,0,0,0,0,0,0,0,0.929276411786914,0,0,0.412700204892271,0,0,0,5.86937131714539,0,0,0,0,3.84972789662492,0,0,0,1.9644098831367,0,0,0,0,0,3.11162294203474,0,0,0,6.08528566426315,0,0,0,0,0,0,0,0,0,0,3.38811045349336,0
